target,cluster
marijuana legalization,2
modern education system,5
market marijuana,2
extreme parenting,5
illegal immigration,4
positioning us embassy tel aviv,5
veganism,3
overcrowd,5
free speech,5
number,5
legislation,1
immigration,4
higher education,0
private beach,5
speech,5
tax break,1
capital gain,5
farming technology,5
deference religion,5
violence,5
humanity program,5
same sex college,0
freedom speech employment,5
israel,6
bp disaster,5
capital gain,5
overcrowding,5
independent palestinian state,5
worker,5
military intervention middle east,5
threat,5
home schoolers,0
bar,5
teacher,0
gateway drug,2
technological innovation,5
grade college,0
low wage,5
adult,0
free speech,5
gateway drug,2
home schoolers,0
sport program undergraduate school,0
everyone,5
economist,1
smoking marijuana,2
vaccination,1
israel,6
europe,6
greater success,5
same sex college,0
condo owner,5
public university,0
protection,5
law school,0
felon,1
rich politicans,5
restaurant employee salary,5
israel negotiation,6
fly,5
stop abusive israeli treatment neighboring palestinian,5
teacher training us,0
sanction,5
serious crime,5
extreme parenting,5
isi,6
economist,1
free speech,5
home schoolers,0
company,5
letting people want make happy..important critical moderation,5
company,5
airline industry,5
marijuana,2
capital gain,5
israel,6
vaccination,1
illegal labor,1
intestate student,0
parental responsibility,0
israel,6
public university,0
ms. rocco,6
tax break,1
vaccination,1
overcrowding,5
colorado,6
home birth,5
gamble,5
europe,6
robot driver,5
vegan,3
gamble,5
extreme parenting,5
mideast peace,6
palestinian state,6
republican,1
legitimate threat,5
student aid,0
protecting beach,5
affirmative action,5
city,5
opioid training,5
marijuana,2
tip,5
problem,5
fly,5
sanction,5
woman,5
intervention,5
positioning us embassy tel aviv,5
driverless car,5
obesity,1
tax break,1
pot,2
government benefit,5
home birth,5
gamble,5
time day affecting decision,5
legal immigration,4
take family driving trip,5
monarch,5
home schoolers,0
vaccinating child,1
charter school,0
smog,1
public school,0
vaccination,1
office layout,5
veganism,3
mother teresa,5
capital gain,5
early learning,0
political opinion,5
mine,5
national security,5
airline,5
company,5
veganism,3
beachfront home,5
political correctness,1
freedom speech,5
mine,5
kid home,0
workplace,0
veganism,3
healthier,5
speech,5
overcrowd,5
public worker,5
smartphone usage,5
vaccination,1
free speech,5
problem,5
kid home,0
grade college,0
capital gain,5
syria,6
religious deed,5
tip,5
opioids,2
europe,6
older mother,5
high school team,0
middle east,5
number foreign student american university,0
war drug,2
fifa,6
federal funding patent holder,5
marijuana,2
war drug,2
college graduate,0
attempting state meat necessary human diet,5
tip,5
commodification everything,5
banker,5
foreign language class,5
kid,0
vaccination,1
business,5
drug rehabilitation,2
nail removal,5
mandatory child,0
immigration policy,4
quran,6
palestinian state,6
u.s. embassy,6
sport program undergraduate school,0
u.s. embassy,6
palestinian state,6
company,5
minor violation,5
border,5
affirmative action,5
gene,5
capital gain,5
veganism,3
isi,6
small farm,5
isi,6
marijuana,2
workplace,0
office layout,5
border security,5
refugee,4
immigration,4
kid,0
wealthy college,0
immigration reform,4
high school,0
sanction,5
nation,5
kid,0
home schoolers,0
vaccination,1
farm subsidy,1
city,5
driverless car,5
extreme parenting,5
woman,5
fruit veg price,5
tip,5
noncompete deal,1
spending money defend ally,5
harm,5
internet,5
affirmative action,5
experience,5
capital gain tax,1
veganism,3
tfa,6
gateway drug,2
cherrypicking student,0
school,0
rim,5
anti vaccination movement,1
opioid training,5
problem,5
israel,6
benefit technology,5
harm,5
company,5
legitimate threat,5
tax break,1
depression anxiety,5
delayed motherhood,1
school librarian,0
tsa flying restriction,5
gene,5
fee,5
consumer society,5
grade college,0
health aging,5
taxing capital gain,5
improper use supplement,5
schooling home,0
pot,2
legitimate threat,5
airline industry,5
10 foot rim,5
research paper,5
cheating n't mention romance,5
control,5
learn,5
tax break,1
europe,6
labor income tax,1
colorado,6
anti vaccination movement,1
democracy,1
privatization,1
capital gain,5
syria,6
banker,5
government control internet,5
former colonial power,5
threat,5
prostitution,2
catholic america,6
prostitution,2
fertility procedure time consuming,5
midwife,1
sport program undergraduate school,0
electric car,5
royal extravagance,5
u.s,6
marijuana legalization,2
kid home,0
none,5
democracy,1
private beach,5
charter school,0
sport program undergraduate school,0
vaccination,1
cat,5
no tipping restaurant,5
privatization,1
motherhood,1
walmart,6
prostitution,2
enough,5
prostitution,2
fema,6
people,5
helping condo developer,5
russia,6
overweight,5
inequality,1
helping condo developer,5
medical website,5
dual citizenship,1
government,1
casino,5
illegal labor,1
vaccination,1
mandatory college,0
vegan,3
crime,5
isi,6
special need,5
experience,5
tip,5
tipping wait staff,5
federal funding,1
cherrypicking student,0
dual citizenship,1
patient,5
palestinian state,6
supporting one 's country,5
danger,5
electric car,5
mother teresa,5
low effort book,5
aba testing open,5
dunk,5
mandatory college,0
freedom speech employment,5
everyone,5
chinese school,0
tax break,1
immigration,4
full use federal aid,5
food label,5
dual citizenship,1
motherhood,1
parenting approach,5
fema,6
vaccination,1
american lower class,5
land,5
contractor civil servant,5
beauty based scholarship,5
electric car,5
tax break service n't use,5
status teacher,0
unfairness taxation,1
mother teresa,5
palestinian state,6
farm,5
politician,1
mandatory child,0
technology,5
conservation,5
conducting business,5
company policy,5
u.s. embassy,6
veganism,3
law school,0
personal accountability,5
sport program undergraduate school,0
using phone,5
internet research,5
government funded school,0
veganism,3
airline industry,5
public beach,5
office layout,5
smart investment,5
employment,1
high school hour,0
strict discipline,5
illegal worker allowed work farm,5
people,5
saving taxpayer dollar alternative schooling,5
bar,5
public worker,5
extreme parenting,5
arm,5
sweet briar,5
vaccination,1
sport program undergraduate school,0
refugee,4
renewable energy source,5
sport program undergraduate school,0
nonprofit status,5
arrest,5
israel,6
cat,5
inequality immigrant,4
sanction,5
immigration,4
tipping wait bar staff appropriately,5
homeschooling,0
prop 13,5
jerusalem,6
summer school,0
human nutrition,5
war,1
tax break,1
private beach,5
popularity veganism,3
healthy eating,5
nuclear transparency,5
mandatory child,0
public university,0
jail record,5
healthier,5
medical website,5
american lower class,5
small business,5
marijuana,2
high school,0
adopting cat cn take care,5
speaking language around,5
farm subsidy,1
beachfront home,5
veganism,3
public worker,5
big bank,5
attack,5
no tipping restaurant,5
agricultural mechanization,5
reparation slavery,1
pr move,5
legal employed,5
smog,1
bachelor 's degree,5
u.s,6
overcrowd,5
us kerry,6
israel,6
israel,6
cherrypicking student,0
economist,1
mandatory college,0
company,5
capital gain,5
changing height basket,5
bank,5
youth addicted social medium,5
refugee,4
weapon sale,5
charter school,0
grade college,0
border security,5
vaccination,1
immigration reform,4
vaccination,1
marriage,1
overcrowding,5
affirmative action,5
useful excercise college student,0
fitness,5
lazy kid,5
israel stay,6
beauty pageant,5
sanction,5
motherhood,1
renewable energy,5
grade college,0
street style,5
kid,0
ca vegan dinner,5
gateway drug,2
illegal immigration,4
arm,5
airline,5
u.s. embassy,6
beachfront home,5
israel,6
experience,5
foreign worker outsourcing,5
income,1
nation,5
felon,1
mandatory college,0
entertainment tech,5
farm,5
fee,5
obesity,1
veganism,3
israel,6
home schoolers,0
refugee,4
federal funding,1
conservative resistance,5
immigration,4
con home schooling,0
offshore oil drilling,5
advice,5
social development,5
technology use pub,5
home medical procedure,5
marijuana legalization,2
none,5
tax break,1
renewable energy,5
public university,0
law protecting right way shoreline,5
birthing center,5
home schoolers,0
affirmative action,5
inspection,5
pot,2
tax,1
legitimate threat,5
vaccination,1
veganism,3
mideast peace,6
veganism,3
gateway drug,2
teacher code conduct,5
risk taking,5
america 's fear,5
rebuild gaza,6
dual citizenship,1
israel,6
tax break,1
home schoolers,0
fee,5
gateway drug,2
miss america,6
vaccination,1
way sell free,5
current financial policy,5
farm robot,5
farm subsidy,1
state sovereignty,1
impeding inspector,5
mandatory child,0
border security,5
school,0
israel,6
olympics,6
private beach,5
immigrant,4
high school,0
tipping worker,5
gateway drug,2
new employee,5
vacation,5
large fee,5
legalized prostitution,2
muslim,6
western diet,5
kid home,0
minor violation,5
airline industry,5
early college,0
home schoolers,0
curriculum public school,0
renewable energy source,5
intelligence republican voter,1
education deaf,0
palestine politics,6
palestinian state,6
new employee,5
woman,5
motherhood,1
immigration,4
free speech,5
machine,5
prostitution,2
late pregnancy,5
prohibition,2
isi,6
veganism,3
deaf people,5
fertility procedure time consuming,5
iran,6
capital gain,5
rim,5
capital gain,5
tip,5
volt hybrid another step toward alternative,5
mandatory child,0
tolerance,5
extreme parenting,5
business,5
pot,2
illegal immigration,4
status teacher,0
things/classes dumbed people becoming intellectually lazy,5
pot,2
royal couple,5
bank,5
capital gain,5
income,1
royal medium exposure,5
healthier,5
nation,5
parent,0
illegal immigration,4
men seeking female mate better shape fitness wise,5
royal couple,5
younger generation,5
inequality immigrant,4
arm,5
city,5
office layout,5
rehabilitation,5
drilling,5
legitimate threat,5
kid,0
charles,6
israel,6
education,0
restaurant,5
tip,5
tip,5
beachfront home,5
n't allow isi power,5
traditional value,5
immigration,4
threat,5
cat,5
vacation,5
patent extension,5
terrorism,1
jewish state,6
syria,6
food cabling,5
hypocrite,1
prohibition,2
private beach,5
intervention,5
reservation,5
income,1
judge,5
government immigration control,1
income,1
acceptance lottery,5
marijuana,2
veganism,3
rim,5
safety law,5
u.s. embassy,6
mandatory vaccine,1
tax break,1
genetic disposition,5
gateway drug,2
workplace,0
farm,5
higher education,0
local talent,5
farm,5
celebrity privacy,5
weapon sale,5
rich politicans,5
c section,5
workplace,0
europe,6
living wage restaurant worker,5
russia,6
minor violation,5
political purity test,5
extreme parenting,5
israel,6
taxing capital gain,5
short work hour,5
extreme parenting,5
dual citizenship,1
medical website,5
nation,5
u.s,6
useful excercise college student,0
refugee,4
personal opinion,5
home schoolers,0
tax break,1
high school team,0
palestinian state,6
illegal labor,1
advice eating well,5
political opinion,5
math,0
street style,5
affirmative action,5
living wage,5
mandatory college,0
felon,1
arming insurgent,5
status public teacher,0
royal couple,5
dream,5
tip,5
big bank,5
income,1
dunk,5
conglomerate get farm aid,5
illegal labor,1
mother teresa,5
veganism,3
felon,1
parent,0
grade college,0
overcrowding,5
mother teresa,5
tip,5
privatize access shore line,5
muslim immigrant,4
younger generation student,0
female empowerment,5
worker,5
home schoolers,0
individuality,5
illegal immigration,4
sport program undergraduate school,0
school privatization,0
big bank,5
oil dependence,5
value effectiveness college,0
fema,6
immigration,4
tip,5
sanction,5
status teacher,0
animal product,5
marijuana,2
big bank,5
new employee,5
prostitution,2
veganism,3
100 juice,5
illegal labor,1
diner america,6
right wing propaganda,5
bar,5
motherhood,1
intestate student,0
dual citizenship,1
college administration,0
law school,0
problem,5
cat,5
affirmative action,5
research paper,5
threat,5
gateway drug,2
teacher making difference,5
farming tax,1
airline,5
noncompete deal,1
antidepressant,2
flag burning,5
crime,5
mother teresa,5
dna ownership,5
benefit technology,5
illegal immigration,4
declawing prevents cat overpopulation,1
europe,6
public university,0
u.s,6
israel,6
useful excercise college student,0
illegal labor,1
mandatory child,0
teaching america,6
forprofit school,0
mother teresa,5
gateway drug,2
vegan,3
behavioral attitude,5
home schoolers,0
fee,5
gamble,5
dropout rate,5
internet research,5
teacher training us,0
news,5
new hampshire,5
extreme parenting,5
technological innovation,5
electric car,5
experience,5
republican,1
regime change,5
conservative,5
sport program undergraduate school,0
rich politicans,5
pot,2
prohibition,2
kid home,0
gateway drug,2
rich,5
motherhood,1
opioid training,5
big bank,5
city,5
child,0
government investment job program,5
enough,5
dunking basketball,5
overcrowding,5
modern family,5
obesity,1
grade college,0
mass arm deal,5
way sell free,5
farm subsidy,1
threat,5
overcrowding,5
problem,5
fertility procedure,5
high school team,0
paying college,0
good deed,5
felon,1
gentrification,1
gene,5
public worker,5
phone public,5
dr. evans want pot business,5
veganism,3
illegal labor,1
speech,5
religion education,0
